carrier,hub,source_location_id,brand,zone,on_time_to_window,sales_channel,has_a_scope,ease_of_delivery,ease_of_scheduling,delivery_weekday,delivery_month,create_to_deliver,create_to_first_offer,create_to_visible,first_offer_to_delivery,hub_to_first_offer,ship_to_hub,visible_to_ship,create_to_ship,nps_score
SSYS,ORLN,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,3,2,10.54166667,6.583333333,2.416666667,3.958333333,1.25,0.583333333,2.333333333,4.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,3,3,15.625,9.583333333,3.541666667,6.041666667,2.083333333,0.208333333,3.75,7.0,10.0
SPCG,ALNY,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,6,1,41.375,19.58333333,9.416666667,21.79166667,6.083333333,1.208333333,2.875,12.0,8.0
SPCG,FKLN,59,TEMPUR,Zone 1,On time,TRS,0,3.0,5.0,7,12,30.625,12.58333333,0.625,18.04166667,6.25,1.666666667,4.041666667,4.0,7.0
DRYN,AUSN,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,6,5,10.375,10.0,0.875,0.375,6.541666667,0.541666667,2.041666667,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,5,2,6.583333333,4.583333333,0.583333333,2.0,1.25,2.583333333,0.166666667,0.0,9.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,TRS,1,3.5,4.0,3,12,22.29166667,7.5,0.791666667,14.79166667,3.041666667,0.5,3.166666667,3.0,8.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,7,2,10.5,3.583333333,0.375,6.916666667,1.916666667,0.291666667,1.0,1.0,10.0
PRNL,CHRT,419,SEALY,Zone 3,On time,Big Lots,1,5.0,3.0,3,3,40.5,18.58333333,5.791666667,21.91666667,12.16666667,0.166666667,0.458333333,6.0,10.0
SSYS,ANMO,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,3,6,18.41666667,13.58333333,0.625,4.833333333,2.125,5.166666667,5.666666667,6.0,10.0
SSYS,NAVI,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,1.0,1.0,6,10,10.375,4.583333333,0.625,5.791666667,1.25,0.916666667,1.791666667,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,0,1.0,1.0,6,2,9.541666667,5.583333333,0.541666667,3.958333333,4.041666667,0.083333333,0.916666667,1.0,9.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,6,10.625,7.583333333,0.75,3.041666667,4.166666667,0.125,2.541666667,3.0,10.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,6,1,3.416666667,2.541666667,0.541666667,0.875,1.0,0.125,0.875,1.0,10.0
SPCG,BILL,170,TEMPUR,Zone 3,Late,Direct to Consumer,0,4.0,1.5,4,11,13.58333333,11.58333333,0.875,2.0,7.083333333,3.083333333,0.541666667,1.0,10.0
SPCG,BOSE,185,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,4,1,9.625,8.583333333,1.833333333,1.041666667,4.083333333,2.083333333,0.583333333,2.0,10.0
SPCG,LITT,430,SEALY,Zone 3,On time,640,0,3.0,2.0,7,2,28.375,13.58333333,10.75,14.79166667,2.125,0.666666667,0.041666667,10.0,4.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,6,12,3.375,2.583333333,0.625,0.791666667,1.083333333,0.125,0.75,1.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,1,4.333333333,4.333333333,1.458333333,0.0,1.0,0.541666667,1.333333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,7,9,22.5,7.583333333,0.625,14.91666667,2.041666667,0.25,4.666666667,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,TRS,0,3.0,5.0,6,3,14.41666667,7.583333333,0.666666667,6.833333333,3.125,0.541666667,3.25,3.0,5.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,3.5,4,11,6.75,6.541666667,0.708333333,0.208333333,1.083333333,0.291666667,4.458333333,5.0,10.0
PRNL,90,59,TEMPUR,Zone 1,Early,Other,0,5.0,2.0,6,10,23.41666667,7.583333333,0.458333333,15.83333333,1.333333333,1.0,4.791666667,5.0,10.0
SPCG,FKLN,59,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,4,5,12.54166667,12.33333333,0.583333333,0.208333333,5.875,2.083333333,3.791666667,4.0,0.0
SSYS,HUNV,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,2.0,5,12,9.5,8.583333333,0.583333333,0.916666667,5.166666667,0.875,1.958333333,2.0,8.0
PRNL,RIVE,91,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,3,9,19.75,12.58333333,1.333333333,7.166666667,6.125,0.958333333,4.166666667,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,4.0,5,7,10.45833333,4.583333333,0.75,5.875,1.958333333,0.666666667,1.208333333,1.0,10.0
PRNL,RLGH,81,TEMPUR,Zone 1,Early,Direct to Consumer,0,3.5,4.0,4,3,12.625,5.583333333,0.625,7.041666667,1.125,0.666666667,3.166666667,3.0,5.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,12,7.541666667,4.583333333,0.25,2.958333333,3.083333333,0.25,1.0,1.0,10.0
PRNL,28,81,TEMPUR,Zone 1,On time,TRS,0,5.0,4.5,7,11,32.33333333,17.58333333,8.666666667,14.75,2.833333333,5.041666667,1.041666667,9.0,9.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,2.0,4,5,2.625,2.5,0.708333333,0.125,-0.125,1.0,0.916666667,1.0,9.0
SPCG,FKLN,59,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,3,4,14.375,8.583333333,0.708333333,5.791666667,0.166666667,1.833333333,5.875,6.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,Early,TRS,0,3.5,4.0,7,1,4.5,2.5,0.5,2.0,1.0,0.208333333,0.791666667,1.0,7.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,1,23.45833333,4.583333333,0.75,18.875,2.041666667,0.541666667,1.25,2.0,10.0
PRNL,27,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,4.0,3,9,9.5,6.583333333,1.166666667,2.916666667,2.875,0.75,1.791666667,2.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,5,9.666666667,4.583333333,0.75,5.083333333,2.083333333,1.083333333,0.666666667,1.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,4,1,13.41666667,2.583333333,0.416666667,10.83333333,1.208333333,0.541666667,0.416666667,0.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,10,5.666666667,5.583333333,1.166666667,0.083333333,2.0,0.708333333,1.708333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,Direct to Consumer,1,5.0,5.0,7,3,26.45833333,14.58333333,7.708333333,11.875,5.041666667,0.541666667,1.291666667,9.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 3,On time,Direct to Consumer,0,4.5,5.0,4,7,9.458333333,3.583333333,0.875,5.875,1.083333333,0.583333333,1.041666667,1.0,8.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,11,6.625,3.583333333,0.583333333,3.041666667,1.166666667,0.916666667,0.916666667,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,3.0,3,9,18.45833333,12.58333333,10.16666667,5.875,2.0,0.125,0.291666667,10.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,9,8.333333333,3.583333333,0.791666667,4.75,2.083333333,0.083333333,0.625,1.0,10.0
SPCG,TUAL,472,SEALY,Zone 1,Late,Sealy.com,0,3.5,3.0,4,12,22.41666667,17.58333333,2.791666667,4.833333333,11.5,0.0,3.291666667,6.0,8.0
SPCG,TUAL,170,TEMPUR,Zone 1,On time,Direct to Consumer,0,2.0,2.0,6,11,28.5,24.58333333,4.583333333,3.916666667,14.125,4.916666667,0.958333333,5.0,0.0
PRNL,90,59,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,5.0,4,1,26.33333333,19.58333333,0.875,6.75,9.291666667,4.041666667,5.375,6.0,10.0
SPCG,ROSE,101,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,2,6,17.29166667,13.58333333,0.791666667,3.708333333,7.041666667,3.166666667,2.583333333,3.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,TRS,0,3.0,2.0,6,10,4.625,4.541666667,0.583333333,0.083333333,1.125,0.875,1.958333333,2.0,4.0
SSYS,PLFD,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,10,5.458333333,4.625,0.541666667,0.833333333,0.125,1.0,2.958333333,3.0,10.0
SPCG,BAKE,175,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,3,1,14.75,14.58333333,0.541666667,0.166666667,8.375,3.875,1.791666667,2.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,7,7.625,5.541666667,0.5,2.083333333,0.083333333,2.875,2.083333333,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,4.5,5.0,2,12,10.41666667,4.583333333,0.708333333,5.833333333,1.083333333,0.083333333,2.708333333,3.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,3.0,3,3,6.458333333,3.583333333,0.708333333,2.875,2.041666667,0.166666667,0.666666667,1.0,2.0
DRYN,AUSN,150,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,2,8,21.45833333,16.5,11.54166667,4.958333333,1.041666667,0.5,3.416666667,14.0,10.0
DRYN,HOUN,439,SEALY,Zone 2,On time,Sealy.com,0,5.0,5.0,7,11,11.375,8.5,1.458333333,2.875,2.125,0.125,4.791666667,6.0,10.0
PRNL,RIVE,421,SEALY,Zone 1,Early,Alternative Channels,0,5.0,5.0,6,12,18.625,17.58333333,12.33333333,1.041666667,3.291666667,0.125,1.833333333,14.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,10,5.416666667,3.583333333,1.166666667,1.833333333,1.125,0.666666667,0.625,1.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,Late,TRS,0,4.5,5.0,5,7,8.5,7.5,0.666666667,1.0,1.041666667,4.5,1.291666667,1.0,9.0
PRNL,SANF,190,TEMPUR,Zone 1,Missing Data,Direct to Consumer,0,5.0,4.5,6,11,11.625,7.583333333,3.583333333,4.041666667,3.083333333,0.041666667,0.875,4.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,Late,Direct to Consumer,1,5.0,5.0,4,2,23.70833333,4.541666667,0.75,19.16666667,1.125,0.833333333,1.833333333,2.0,10.0
SSYS,BRHT,403,SEALY,Zone 1,On time,Other,0,4.0,5.0,3,9,15.5,8.583333333,2.25,6.916666667,4.041666667,0.208333333,2.083333333,4.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,TRS,0,4.0,3.0,3,1,11.70833333,5.541666667,0.583333333,6.166666667,1.083333333,0.208333333,3.666666667,4.0,9.0
SPCG,BAKE,175,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,5.0,2,1,20.58333333,9.583333333,0.666666667,11.0,3.083333333,4.875,0.958333333,1.0,10.0
DRYN,HILE,421,SEALY,Zone 1,On time,640,0,5.0,5.0,5,3,11.625,9.541666667,6.375,2.083333333,1.0,0.166666667,2.0,8.0,10.0
NDLV,WCVA,445,SEALY,Zone 1,Late,Big Lots,0,5.0,5.0,3,11,12.45833333,6.5,0.625,5.958333333,1.041666667,0.125,4.708333333,5.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,7,16.66666667,13.58333333,0.541666667,3.083333333,13.0,0.0,15.875,16.0,10.0
SPCG,SLCY,170,TEMPUR,Zone 1,On time,Other,0,5.0,4.5,5,11,17.70833333,17.58333333,0.625,0.125,14.125,1.125,1.708333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,6,1,10.375,9.583333333,5.458333333,0.791666667,1.208333333,0.833333333,2.083333333,7.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,6,9,8.666666667,2.583333333,0.666666667,6.083333333,1.083333333,0.166666667,0.666666667,1.0,6.0
SSYS,NAVI,81,TEMPUR,Zone 1,On time,TRS,0,5.0,4.5,6,2,11.33333333,8.583333333,0.583333333,2.75,6.125,1.125,0.75,1.0,10.0
NVCP,RLNJ,44,SEALY,Zone 1,On time,Other,1,4.0,4.5,3,6,13.625,10.58333333,1.583333333,3.041666667,1.583333333,1.0,6.416666667,8.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,6,11,8.291666667,5.583333333,0.583333333,2.708333333,1.083333333,2.666666667,1.25,1.0,10.0
SPCG,IOWA,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,3,11,27.45833333,26.58333333,12.41666667,0.875,7.166666667,4.125,2.875,15.0,10.0
SSYS,HUNV,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,4,6,12.625,11.58333333,0.541666667,1.041666667,4.083333333,3.083333333,3.875,4.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,4.5,2,8,10.33333333,8.5,4.5,1.833333333,3.041666667,0.666666667,0.291666667,4.0,10.0
PRNL,27,59,TEMPUR,Zone 2,On time,TRS,0,5.0,1.0,7,6,11.54166667,4.0,0.458333333,7.541666667,0.583333333,0.708333333,2.25,2.0,10.0
SSYS,IRVN,150,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,12,8.583333333,7.583333333,2.833333333,1.0,0.25,3.875,0.625,3.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 2,Early,Direct to Consumer,0,4.0,4.5,7,2,11.41666667,4.583333333,0.333333333,6.833333333,2.208333333,0.5,1.541666667,1.0,9.0
DRYN,SANA,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,11,6.375,3.5,0.583333333,2.875,1.083333333,0.583333333,1.25,1.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,4,11.58333333,11.58333333,3.458333333,0.0,7.041666667,0.125,0.958333333,4.0,10.0
SSYS,COGA,450,SEALY,Zone 1,On time,Alternative Channels,0,5.0,5.0,4,2,15.58333333,15.58333333,10.83333333,0.0,2.083333333,0.041666667,2.625,13.0,8.0
SPCG,OMAA,101,TEMPUR,Zone 1,Late,Direct to Consumer,0,3.5,3.0,4,10,10.5,9.583333333,1.166666667,0.916666667,4.125,4.083333333,0.208333333,1.0,7.0
NVCP,RLNJ,81,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,6,8.583333333,7.583333333,0.708333333,1.0,4.041666667,2.041666667,0.791666667,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 3,On time,TRS,0,5.0,1.0,6,11,31.66666667,31.58333333,9.5,0.083333333,17.20833333,0.041666667,4.833333333,14.0,10.0
SPCG,SLCU,170,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,4,12,9.416666667,7.583333333,0.708333333,1.833333333,3.166666667,1.916666667,1.791666667,2.0,8.0
PRNL,SANF,190,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,6,1,4.5,2.583333333,0.791666667,1.916666667,1.0,0.083333333,0.708333333,1.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 2,On time,Alternative Channels,0,5.0,5.0,4,6,11.375,9.5,3.166666667,1.875,4.083333333,1.083333333,1.166666667,4.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,4.5,2,6,20.41666667,15.58333333,10.70833333,4.833333333,2.083333333,0.083333333,2.708333333,13.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,On time,Costco,0,5.0,5.0,5,6,9.625,9.583333333,0.5,0.041666667,8.083333333,0.0,1.0,1.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 2,Early,Direct to Consumer,1,4.5,4.0,5,12,21.41666667,7.583333333,1.416666667,13.83333333,3.0,0.166666667,3.0,4.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,7,8.541666667,7.583333333,0.708333333,0.958333333,1.208333333,3.75,1.916666667,2.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,TRS,0,5.0,3.0,4,9,16.5,9.583333333,1.625,6.916666667,6.041666667,0.0,1.916666667,3.0,9.0
PRNL,CHRT,81,TEMPUR,Zone 1,Early,Direct to Consumer,1,1.0,1.0,7,12,28.29166667,10.5,0.791666667,17.79166667,5.875,0.666666667,3.166666667,3.0,0.0
SPCG,ROSE,101,TEMPUR,Zone 1,Late,Direct to Consumer,0,3.0,2.5,4,7,15.54166667,10.58333333,0.708333333,4.958333333,7.0,2.041666667,0.833333333,1.0,3.0
PRNL,NORX,81,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,7,7.375,6.583333333,0.541666667,0.791666667,1.25,0.0,4.791666667,5.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,4,19.66666667,4.5,0.666666667,15.16666667,1.166666667,0.875,1.791666667,2.0,10.0
SPCG,LITT,150,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,1.0,7,10,26.45833333,18.58333333,1.375,7.875,14.29166667,0.666666667,2.25,3.0,4.0
PRNL,CHAN,160,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,11,11.45833333,9.583333333,5.458333333,1.875,2.958333333,0.083333333,1.083333333,6.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,5,5.416666667,3.5,0.875,1.916666667,1.041666667,0.541666667,1.041666667,1.0,10.0
PRNL,90,59,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,5.0,4,2,28.58333333,28.58333333,1.333333333,0.0,21.25,1.041666667,4.958333333,6.0,10.0
SPCG,LITT,430,SEALY,Zone 3,Late,Wayfair,0,5.0,4.0,3,12,20.33333333,19.58333333,7.625,0.75,6.041666667,1.541666667,4.375,12.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,Late,TRS,0,4.0,4.0,6,2,11.75,5.541666667,0.75,6.208333333,1.041666667,2.291666667,1.458333333,2.0,8.0
PRNL,CHIC,150,TEMPUR,Zone 1,Early,TRS,1,5.0,4.0,5,3,17.54166667,16.58333333,8.5,0.958333333,5.083333333,1.875,1.125,9.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,2,2,19.5,12.58333333,0.75,6.916666667,6.125,0.666666667,5.041666667,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,5,4,3.583333333,3.583333333,0.75,0.0,0.875,0.666666667,1.291666667,2.0,10.0
NVCP,RLNJ,44,SEALY,Zone 1,On time,Other,0,5.0,5.0,5,9,16.70833333,14.58333333,7.458333333,2.125,1.583333333,0.0,5.541666667,13.0,8.0
NVCP,BREA,420,SEALY,Zone 1,Early,Wayfair,0,5.0,5.0,7,2,12.29166667,5.583333333,3.958333333,6.708333333,1.208333333,0.083333333,0.333333333,4.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,7,11,8.458333333,5.583333333,0.791666667,2.875,1.041666667,0.958333333,2.791666667,3.0,7.0
PRNL,90,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,4.0,4.0,6,8,11.5,5.583333333,0.541666667,5.916666667,1.333333333,0.958333333,2.75,3.0,9.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,5.0,2,11,6.625,3.583333333,0.583333333,3.041666667,2.0,0.0,5.666666667,6.0,9.0
SPCG,TELF,59,TEMPUR,Zone 2,On time,Direct to Consumer,1,2.5,5.0,2,4,9.416666667,5.583333333,0.75,3.833333333,2.083333333,1.041666667,1.708333333,2.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,1,6.458333333,4.583333333,0.583333333,1.875,3.041666667,0.083333333,0.875,1.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,3,11.5,4.583333333,0.666666667,6.916666667,2.958333333,0.208333333,0.75,1.0,10.0
PRNL,RLGH,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,4.5,6,10,5.416666667,3.583333333,1.166666667,1.833333333,0.958333333,0.5,0.958333333,2.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,2,11,19.5,12.58333333,7.625,6.916666667,4.0,0.25,0.708333333,8.0,10.0
SPCG,FKLN,59,TEMPUR,Zone 2,Late,TRS,0,5.0,2.5,3,1,19.45833333,8.583333333,0.666666667,10.875,1.208333333,0.833333333,5.875,6.0,6.0
PRNL,VEGA,170,TEMPUR,Zone 1,Late,TRS,0,5.0,3.0,2,9,17.54166667,14.54166667,4.708333333,3.0,7.125,2.0,0.708333333,5.0,10.0
SSYS,DAYT,403,SEALY,Zone 1,On time,S&F.com,0,3.5,4.0,7,11,10.58333333,9.583333333,2.541666667,1.0,2.125,0.208333333,4.708333333,7.0,7.0
DRYN,HOUN,150,TEMPUR,Zone 1,Late,TRS,0,4.0,5.0,7,10,3.541666667,3.5,0.666666667,0.041666667,1.125,0.625,1.083333333,1.0,7.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,TRS,0,4.5,4.5,7,8,5.375,4.583333333,0.791666667,0.791666667,1.125,0.625,2.041666667,2.0,9.0
SPCG,ROSE,101,TEMPUR,Zone 1,Missing Data,Direct to Consumer,0,4.0,5.0,4,8,11.625,9.333333333,0.708333333,2.291666667,2.791666667,2.958333333,2.875,3.0,10.0
NVCP,BREA,420,SEALY,Zone 1,Early,S&F.com,0,5.0,5.0,3,11,8.375,5.583333333,3.875,2.791666667,-1.625,2.875,0.458333333,4.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,7,5,7.5,4.541666667,2.375,2.958333333,1.083333333,0.208333333,0.875,3.0,7.0
PRNL,STLO,101,TEMPUR,Zone 1,On time,TRS,0,4.5,1.0,2,11,11.41666667,9.583333333,0.416666667,1.833333333,4.083333333,1.125,3.958333333,4.0,7.0
SPCG,WAKE,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,5,8.333333333,7.583333333,0.625,0.75,3.083333333,1.041666667,2.833333333,3.0,10.0
SPCG,TUAL,190,TEMPUR,Zone 1,Late,Costco,0,4.0,5.0,2,6,19.58333333,9.583333333,1.333333333,10.0,2.0,5.041666667,1.208333333,2.0,9.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,1,17.375,15.58333333,4.708333333,1.791666667,4.125,4.875,1.875,6.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 2,Early,TRS,0,5.0,5.0,7,1,11.5,7.583333333,0.666666667,3.916666667,4.0,0.75,2.166666667,2.0,10.0
PRNL,RLGH,59,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,7,8,10.41666667,8.583333333,0.541666667,1.833333333,1.166666667,4.875,2.0,2.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,3.0,5.0,3,4,7.375,3.583333333,0.375,3.791666667,1.25,0.541666667,1.416666667,1.0,7.0
NVCP,LKWD,185,TEMPUR,Zone 1,Early,TRS,1,2.0,2.0,6,2,17.5,7.583333333,0.75,9.916666667,5.916666667,0.0,0.916666667,1.0,0.0
DRYN,SANA,150,TEMPUR,Zone 3,Late,Direct to Consumer,0,5.0,3.0,5,3,6.583333333,5.5,0.708333333,1.083333333,1.0,0.708333333,3.083333333,3.0,5.0
SPCG,TUAL,185,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,4.5,3,10,13.58333333,5.583333333,0.708333333,8.0,0.041666667,4.166666667,0.666666667,1.0,9.0
SPCG,FKLN,447,SEALY,Zone 1,On time,Alternative Channels,0,5.0,5.0,5,8,26.54166667,17.58333333,11.58333333,8.958333333,1.291666667,0.125,4.583333333,16.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,7,6,7.583333333,6.583333333,2.416666667,1.0,1.25,0.875,2.041666667,4.0,10.0
DRYN,HOUN,439,SEALY,Zone 1,On time,S&F.com,0,1.0,4.0,5,9,8.5,7.5,1.458333333,1.0,1.166666667,0.041666667,4.833333333,6.0,0.0
NVCP,LKWD,185,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,2.5,5,10,4.708333333,4.583333333,1.166666667,0.125,3.083333333,0.083333333,0.25,1.0,3.0
NVCP,LKWD,185,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,4.0,5,12,21.45833333,9.583333333,0.958333333,11.875,8.083333333,0.041666667,0.5,1.0,10.0
PRNL,RLGH,59,TEMPUR,Zone 2,Late,TRS,0,4.5,5.0,5,12,28.79166667,21.58333333,0.625,7.208333333,16.08333333,0.958333333,3.916666667,4.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,Early,TRS,1,5.0,1.0,4,3,27.41666667,11.58333333,0.375,15.83333333,9.958333333,0.041666667,1.208333333,1.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.5,5.0,2,8,13.625,4.583333333,0.75,9.041666667,2.041666667,0.291666667,1.5,2.0,10.0
SSYS,KNCY,436,SEALY,Zone 1,Early,Other,0,5.0,5.0,5,8,20.625,19.58333333,13.54166667,1.041666667,1.041666667,0.125,4.875,18.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,TRS,0,5.0,2.0,2,11,7.5,4.583333333,0.666666667,2.916666667,3.0,0.0,6.625,7.0,10.0
NVCP,BREA,420,SEALY,Zone 1,On time,S&F.com,0,5.0,5.0,2,12,13.33333333,8.583333333,4.125,4.75,0.958333333,0.0,3.5,7.0,8.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,2,4,13.58333333,10.58333333,7.5,3.0,2.083333333,0.125,0.875,8.0,10.0
SPCG,FKLN,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,6,6,9.333333333,8.583333333,0.791666667,0.75,2.25,0.708333333,4.833333333,5.0,9.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,4.5,6,8,9.416666667,6.583333333,0.541666667,2.833333333,1.25,2.708333333,2.083333333,2.0,9.0
NVCP,BREA,175,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,9,9.375,3.583333333,0.708333333,5.791666667,2.083333333,0.083333333,0.708333333,1.0,10.0
